comment,"NaturalPoint Trackable Export Data"
comment,"== "
comment,"Format Information:"
comment,"== "
comment,"== Data is formatted in rows."
comment,"== First entry of each row identifies row type."
comment,"== "
comment,"== Types:"
comment,"== "
comment,"== comment: Comment, you can ignore this information"
comment,"== info: reports number of trackable definitions and"
comment,"==       total number of exported frames"
comment,"== trackable: Details rigid body definition in the following format:"
comment,"==    -- Name (string)"
comment,"==    -- ID   (integer)"
comment,"==    -- Marker Count (integer)"
comment,"==    -- X,Y,Z (float) 3D position of each marker in rigid body"
comment,"== "
comment,"== frame: Details frame of exported data in the following format:"
comment,"==    -- Frame Index (integer)"
comment,"==    -- Time Stamp (double) in seconds"
comment,"==    -- Trackable Count (integer) number of trackables tracked in current frame"
comment,"==    -- Trackable ID, Position, Quaternion Orientation, and Eulers Orientation >for each tracked trackable< (ID, x,y,z, qx, qy, qz, qw, yaw, pitch, roll)"
comment,"==    -- Marker Count (integer) Count of all visibile markers in frame"
comment,"==    -- Marker Detail >for each tracked marker< (x,y,z,id)"
comment,"== trackable: Extended information for current frame:"
comment,"==    -- Frame Index (integer)"
comment,"==    -- Time Stamp (double) in seconds"
comment,"==    -- Name (string)"
comment,"==    -- ID   (integer)"
comment,"==    -- Frames Since Last Tracked (integer). 0=currently tracked"
comment,"==    -- Marker Count (integer)"
comment,"==    -- Trackable Marker Location >for each marker in trackable< (x,y,z)"
comment,"==    -- Point Cloud Marker corresponding to each trackable marker (x,y,z). (NAN,NAN,NAN) used for missing Point Cloud Markers."
comment,"==    -- Marker Tracked (integer) for each marker. 1=track, 0=untracked."
comment,"==    -- Marker Quality (float) for each marker. 1.0=Highest Quality, 0.0=Lowest Quality"
comment,"==    -- Mean Error (in mm/marker)"
comment,"== righthanded: Indicates a right-handed coordinate system"
comment,"== lefthanded: Indicates a left-handed coordinate system"
comment,"== "
righthanded
info,framecount,154
info,trackablecount,0
frame,0,0.00890979,0,3,0.29099879,0.00602089,0.25707811,0,0.12529013,0.23635225,0.32086849,0,0.03711843,0.07606163,0.02275670,0
frame,1,0.01894977,0,3,0.29102266,0.00612817,0.25701261,0,0.12525332,0.23639356,0.32092220,0,0.03707348,0.07607692,0.02273558,0
frame,2,0.02895202,0,3,0.29101619,0.00619730,0.25700814,0,0.12521440,0.23641309,0.32102513,0,0.03705548,0.07610641,0.02272085,0
frame,3,0.03882711,0,3,0.29101118,0.00629884,0.25696325,0,0.12515658,0.23643705,0.32111478,0,0.03703934,0.07613885,0.02270204,0
frame,4,0.04892271,0,3,0.29102376,0.00639822,0.25688553,0,0.12511635,0.23647156,0.32119489,0,0.03705439,0.07618023,0.02264512,0
frame,5,0.05887288,0,3,0.29100534,0.00646210,0.25688535,0,0.12506881,0.23651479,0.32125595,0,0.03707603,0.07623401,0.02257788,0
frame,6,0.06894977,0,3,0.29097134,0.00652450,0.25688368,0,0.12499636,0.23651145,0.32138678,0,0.03711821,0.07627290,0.02251047,0
frame,7,0.07894704,0,3,0.29094517,0.00661025,0.25685236,0,0.12493515,0.23654303,0.32145894,0,0.03719132,0.07634135,0.02240574,0
frame,8,0.08885601,0,3,0.29090500,0.00665255,0.25687838,0,0.12488137,0.23657899,0.32154399,0,0.03726151,0.07640507,0.02232770,0
frame,9,0.09893290,0,3,0.29083991,0.00670182,0.25690719,0,0.12480634,0.23660016,0.32164848,0,0.03733462,0.07649985,0.02226865,0
frame,10,0.10893069,0,3,0.29078543,0.00675885,0.25687882,0,0.12473339,0.23662190,0.32172847,0,0.03743385,0.07663685,0.02217392,0
frame,11,0.11891785,0,3,0.29073897,0.00680154,0.25686559,0,0.12468527,0.23666561,0.32178497,0,0.03757193,0.07678723,0.02205267,0
frame,12,0.12893066,0,3,0.29069656,0.00682835,0.25686711,0,0.12459058,0.23664713,0.32190377,0,0.03770603,0.07695922,0.02193002,0
frame,13,0.13882892,0,3,0.29066110,0.00685823,0.25687975,0,0.12453490,0.23668656,0.32194471,0,0.03786001,0.07717852,0.02182861,0
frame,14,0.14892437,0,3,0.29064065,0.00693711,0.25679475,0,0.12446180,0.23669784,0.32202765,0,0.03804825,0.07745602,0.02167976,0
frame,15,0.15894005,0,3,0.29061598,0.00702543,0.25667974,0,0.12436794,0.23675638,0.32207879,0,0.03833273,0.07782900,0.02143103,0
frame,16,0.16879672,0,3,0.29055759,0.00705345,0.25661033,0,0.12426923,0.23679781,0.32217652,0,0.03867793,0.07825790,0.02109700,0
frame,17,0.17895398,0,3,0.29048991,0.00714454,0.25638130,0,0.12416144,0.23686045,0.32230881,0,0.03902923,0.07869545,0.02068031,0
frame,18,0.18894317,0,3,0.29034725,0.00720145,0.25612423,0,0.12403345,0.23693368,0.32247177,0,0.03937043,0.07906374,0.02017413,0
frame,19,0.19892256,0,3,0.29016182,0.00723673,0.25580347,0,0.12392277,0.23706751,0.32264361,0,0.03973680,0.07935145,0.01944522,0
frame,20,0.20892171,0,3,0.28988689,0.00724806,0.25538450,0,0.12380397,0.23722421,0.32286078,0,0.04015680,0.07957210,0.01846244,0
frame,21,0.21893053,0,3,0.28953391,0.00727907,0.25473750,0,0.12365853,0.23735049,0.32318282,0,0.04071132,0.07990502,0.01710165,0
frame,22,0.22892115,0,3,0.28910309,0.00731662,0.25394410,0,0.12350480,0.23749253,0.32355744,0,0.04133659,0.08024266,0.01548761,0
frame,23,0.23907456,0,3,0.28864071,0.00728982,0.25299457,0,0.12335765,0.23765227,0.32395414,0,0.04211204,0.08057806,0.01356866,0
frame,24,0.24891878,0,3,0.28812057,0.00726629,0.25184119,0,0.12320637,0.23779634,0.32434338,0,0.04287767,0.08079663,0.01151637,0
frame,25,0.25892322,0,3,0.28754959,0.00735395,0.25038698,0,0.12305295,0.23792152,0.32479233,0,0.04372133,0.08107546,0.00897763,0
frame,26,0.26905444,0,3,0.28691515,0.00742465,0.24879214,0,0.12287019,0.23804443,0.32529703,0,0.04444005,0.08115982,0.00637152,0
frame,27,0.27905926,0,3,0.28624102,0.00760956,0.24687199,0,0.12269243,0.23820364,0.32580957,0,0.04514735,0.08112653,0.00335441,0
frame,28,0.28912686,0,3,0.28545308,0.00787964,0.24473481,0,0.12251972,0.23837738,0.32624468,0,0.04559582,0.08082664,0.00035638,0
frame,29,0.29906315,0,3,0.28460771,0.00818153,0.24247430,0,0.12229785,0.23857348,0.32670203,0,0.04590900,0.08046521,-0.00299722,0
