comment,"NaturalPoint Trackable Export Data"
comment,"== "
comment,"Format Information:"
comment,"== "
comment,"== Data is formatted in rows."
comment,"== First entry of each row identifies row type."
comment,"== "
comment,"== Types:"
comment,"== "
comment,"== comment: Comment, you can ignore this information"
comment,"== info: reports number of trackable definitions and"
comment,"==       total number of exported frames"
comment,"== trackable: Details rigid body definition in the following format:"
comment,"==    -- Name (string)"
comment,"==    -- ID   (integer)"
comment,"==    -- Marker Count (integer)"
comment,"==    -- X,Y,Z (float) 3D position of each marker in rigid body"
comment,"== "
comment,"== frame: Details frame of exported data in the following format:"
comment,"==    -- Frame Index (integer)"
comment,"==    -- Time Stamp (double) in seconds"
comment,"==    -- Trackable Count (integer) number of trackables tracked in current frame"
comment,"==    -- Trackable ID, Position, Quaternion Orientation, and Eulers Orientation >for each tracked trackable< (ID, x,y,z, qx, qy, qz, qw, yaw, pitch, roll)"
comment,"==    -- Marker Count (integer) Count of all visibile markers in frame"
comment,"==    -- Marker Detail >for each tracked marker< (x,y,z,id)"
comment,"== trackable: Extended information for current frame:"
comment,"==    -- Frame Index (integer)"
comment,"==    -- Time Stamp (double) in seconds"
comment,"==    -- Name (string)"
comment,"==    -- ID   (integer)"
comment,"==    -- Frames Since Last Tracked (integer). 0=currently tracked"
comment,"==    -- Marker Count (integer)"
comment,"==    -- Trackable Marker Location >for each marker in trackable< (x,y,z)"
comment,"==    -- Point Cloud Marker corresponding to each trackable marker (x,y,z). (NAN,NAN,NAN) used for missing Point Cloud Markers."
comment,"==    -- Marker Tracked (integer) for each marker. 1=track, 0=untracked."
comment,"==    -- Marker Quality (float) for each marker. 1.0=Highest Quality, 0.0=Lowest Quality"
comment,"==    -- Mean Error (in mm/marker)"
comment,"== righthanded: Indicates a right-handed coordinate system"
comment,"== lefthanded: Indicates a left-handed coordinate system"
comment,"== "
righthanded
info,framecount,192
info,trackablecount,0
frame,0,0.00486053,0,3,0.24594629,0.04754934,0.28338355,0,0.03983665,0.07384995,-0.00188595,0,0.13008992,0.30926690,0.25844231,0
frame,1,0.01489176,0,3,0.24604782,0.04769093,0.28323454,0,0.04064265,0.07378417,-0.00235327,0,0.13001372,0.30931985,0.25832939,0
frame,2,0.02495370,0,3,0.24611460,0.04780906,0.28312945,0,0.04055510,0.07381369,-0.00238707,0,0.12992737,0.30936146,0.25823998,0
frame,3,0.03493995,0,3,0.24615309,0.04794037,0.28300118,0,0.04047280,0.07386576,-0.00243622,0,0.12982851,0.30940792,0.25814402,0
frame,4,0.04493669,0,3,0.24619409,0.04802980,0.28289646,0,0.04038325,0.07389732,-0.00246787,0,0.12971330,0.30944890,0.25807256,0
frame,5,0.05493449,0,3,0.24621981,0.04814526,0.28276634,0,0.04029633,0.07394277,-0.00252428,0,0.12958652,0.30948856,0.25804967,0
frame,6,0.06489923,0,3,0.24619913,0.04823910,0.28265423,0,0.04017320,0.07398688,-0.00256358,0,0.12944883,0.30952609,0.25801829,0
frame,7,0.07486895,0,3,0.24617748,0.04834656,0.28249717,0,0.04007361,0.07404657,-0.00261974,0,0.12930390,0.30954862,0.25803325,0
frame,8,0.08489656,0,3,0.24613439,0.04839263,0.28235751,0,0.03998929,0.07409837,-0.00271346,0,0.12915942,0.30955344,0.25805023,0
frame,9,0.09493994,0,3,0.24607110,0.04847753,0.28217867,0,0.03989223,0.07416629,-0.00280102,0,0.12899649,0.30953857,0.25811946,0
frame,10,0.10493766,0,3,0.24600272,0.04853182,0.28199628,0,0.03986233,0.07423072,-0.00293239,0,0.12883940,0.30951878,0.25818193,0
frame,11,0.11492504,0,3,0.24590993,0.04855068,0.28177249,0,0.03990755,0.07433951,-0.00318390,0,0.12867031,0.30948412,0.25824669,0
frame,12,0.12498857,0,3,0.24580577,0.04853759,0.28156692,0,0.03997227,0.07444187,-0.00346673,0,0.12846705,0.30943012,0.25837505,0
frame,13,0.13502749,0,3,0.24566953,0.04847395,0.28136054,0,0.04010364,0.07455938,-0.00380242,0,0.12825406,0.30935657,0.25853533,0
frame,14,0.14499661,0,3,0.24551676,0.04840120,0.28105968,0,0.04030303,0.07468915,-0.00421017,0,0.12804249,0.30928394,0.25865668,0
frame,15,0.15506625,0,3,0.24536030,0.04830258,0.28072360,0,0.04053168,0.07486793,-0.00469297,0,0.12782151,0.30922672,0.25875202,0
frame,16,0.16507688,0,3,0.24517529,0.04816601,0.28030023,0,0.04081021,0.07510127,-0.00526661,0,0.12759197,0.30912685,0.25891554,0
frame,17,0.17503996,0,3,0.24497852,0.04806441,0.27970296,0,0.04113354,0.07549190,-0.00594207,0,0.12734221,0.30904925,0.25908780,0
frame,18,0.18506862,0,3,0.24475640,0.04791465,0.27898633,0,0.04147084,0.07598977,-0.00668631,0,0.12706043,0.30896288,0.25925922,0
frame,19,0.19501495,0,3,0.24452955,0.04766896,0.27830112,0,0.04182635,0.07670569,-0.00760247,0,0.12677574,0.30888638,0.25944787,0
frame,20,0.20506459,0,3,0.24425428,0.04735075,0.27755284,0,0.04221795,0.07758562,-0.00866006,0,0.12643242,0.30879039,0.25973371,0
frame,21,0.21506012,0,3,0.24400917,0.04715648,0.27654126,0,0.04264589,0.07861254,-0.00982930,0,0.12616074,0.30878234,0.25990242,0
frame,22,0.22506796,0,3,0.24371853,0.04693237,0.27540037,0,0.04313902,0.07983942,-0.01124154,0,0.12586509,0.30879545,0.26013970,0
frame,23,0.23506719,0,3,0.24339017,0.04662102,0.27422208,0,0.04365140,0.08108905,-0.01281734,0,0.12551962,0.30883595,0.26043665,0
