comment,"NaturalPoint Trackable Export Data"
comment,"== "
comment,"Format Information:"
comment,"== "
comment,"== Data is formatted in rows."
comment,"== First entry of each row identifies row type."
comment,"== "
comment,"== Types:"
comment,"== "
comment,"== comment: Comment, you can ignore this information"
comment,"== info: reports number of trackable definitions and"
comment,"==       total number of exported frames"
comment,"== trackable: Details rigid body definition in the following format:"
comment,"==    -- Name (string)"
comment,"==    -- ID   (integer)"
comment,"==    -- Marker Count (integer)"
comment,"==    -- X,Y,Z (float) 3D position of each marker in rigid body"
comment,"== "
comment,"== frame: Details frame of exported data in the following format:"
comment,"==    -- Frame Index (integer)"
comment,"==    -- Time Stamp (double) in seconds"
comment,"==    -- Trackable Count (integer) number of trackables tracked in current frame"
comment,"==    -- Trackable ID, Position, Quaternion Orientation, and Eulers Orientation >for each tracked trackable< (ID, x,y,z, qx, qy, qz, qw, yaw, pitch, roll)"
comment,"==    -- Marker Count (integer) Count of all visibile markers in frame"
comment,"==    -- Marker Detail >for each tracked marker< (x,y,z,id)"
comment,"== trackable: Extended information for current frame:"
comment,"==    -- Frame Index (integer)"
comment,"==    -- Time Stamp (double) in seconds"
comment,"==    -- Name (string)"
comment,"==    -- ID   (integer)"
comment,"==    -- Frames Since Last Tracked (integer). 0=currently tracked"
comment,"==    -- Marker Count (integer)"
comment,"==    -- Trackable Marker Location >for each marker in trackable< (x,y,z)"
comment,"==    -- Point Cloud Marker corresponding to each trackable marker (x,y,z). (NAN,NAN,NAN) used for missing Point Cloud Markers."
comment,"==    -- Marker Tracked (integer) for each marker. 1=track, 0=untracked."
comment,"==    -- Marker Quality (float) for each marker. 1.0=Highest Quality, 0.0=Lowest Quality"
comment,"==    -- Mean Error (in mm/marker)"
comment,"== righthanded: Indicates a right-handed coordinate system"
comment,"== lefthanded: Indicates a left-handed coordinate system"
comment,"== "
righthanded
info,framecount,338
info,trackablecount,0
frame,0,0.00186954,0,3,0.16479503,0.21583728,0.29455084,0,0.28784683,-0.04613227,0.27778235,0,0.05586588,0.06674589,0.03985556,0
frame,1,0.01184380,0,3,0.16481806,0.21583948,0.29455757,0,0.28786016,-0.04615324,0.27777594,0,0.05588972,0.06677430,0.03980194,0
frame,2,0.02165655,0,3,0.16482073,0.21583311,0.29453203,0,0.28784728,-0.04618838,0.27778897,0,0.05589185,0.06676792,0.03979149,0
frame,3,0.03164838,0,3,0.16481891,0.21581787,0.29454637,0,0.28784496,-0.04621169,0.27782366,0,0.05587528,0.06673712,0.03982131,0
frame,4,0.04169267,0,3,0.16482180,0.21581444,0.29456264,0,0.28784683,-0.04624115,0.27783984,0,0.05589217,0.06674121,0.03980726,0
frame,5,0.05165597,0,3,0.16483788,0.21581405,0.29452458,0,0.28784901,-0.04623591,0.27780437,0,0.05591404,0.06675337,0.03978934,0
frame,6,0.06163294,0,3,0.16483569,0.21579728,0.29454738,0,0.28784278,-0.04626476,0.27786669,0,0.05589357,0.06672090,0.03983734,0
frame,7,0.07165458,0,3,0.16484633,0.21578687,0.29455215,0,0.28785107,-0.04627573,0.27787375,0,0.05590414,0.06673532,0.03981489,0
frame,8,0.08176815,0,3,0.16487454,0.21582195,0.29450274,0,0.28785092,-0.04628111,0.27787760,0,0.05591309,0.06673308,0.03982715,0
frame,9,0.09162739,0,3,0.16488266,0.21578404,0.29451692,0,0.28785145,-0.04632222,0.27789980,0,0.05592544,0.06674122,0.03983372,0
frame,10,0.10164601,0,3,0.16489695,0.21577823,0.29453617,0,0.28783542,-0.04635240,0.27793401,0,0.05592927,0.06670566,0.03986077,0
frame,11,0.11167799,0,3,0.16492802,0.21575926,0.29453942,0,0.28782451,-0.04638971,0.27795041,0,0.05597176,0.06672438,0.03983524,0
