comment,"NaturalPoint Trackable Export Data"
comment,"== "
comment,"Format Information:"
comment,"== "
comment,"== Data is formatted in rows."
comment,"== First entry of each row identifies row type."
comment,"== "
comment,"== Types:"
comment,"== "
comment,"== comment: Comment, you can ignore this information"
comment,"== info: reports number of trackable definitions and"
comment,"==       total number of exported frames"
comment,"== trackable: Details rigid body definition in the following format:"
comment,"==    -- Name (string)"
comment,"==    -- ID   (integer)"
comment,"==    -- Marker Count (integer)"
comment,"==    -- X,Y,Z (float) 3D position of each marker in rigid body"
comment,"== "
comment,"== frame: Details frame of exported data in the following format:"
comment,"==    -- Frame Index (integer)"
comment,"==    -- Time Stamp (double) in seconds"
comment,"==    -- Trackable Count (integer) number of trackables tracked in current frame"
comment,"==    -- Trackable ID, Position, Quaternion Orientation, and Eulers Orientation >for each tracked trackable< (ID, x,y,z, qx, qy, qz, qw, yaw, pitch, roll)"
comment,"==    -- Marker Count (integer) Count of all visibile markers in frame"
comment,"==    -- Marker Detail >for each tracked marker< (x,y,z,id)"
comment,"== trackable: Extended information for current frame:"
comment,"==    -- Frame Index (integer)"
comment,"==    -- Time Stamp (double) in seconds"
comment,"==    -- Name (string)"
comment,"==    -- ID   (integer)"
comment,"==    -- Frames Since Last Tracked (integer). 0=currently tracked"
comment,"==    -- Marker Count (integer)"
comment,"==    -- Trackable Marker Location >for each marker in trackable< (x,y,z)"
comment,"==    -- Point Cloud Marker corresponding to each trackable marker (x,y,z). (NAN,NAN,NAN) used for missing Point Cloud Markers."
comment,"==    -- Marker Tracked (integer) for each marker. 1=track, 0=untracked."
comment,"==    -- Marker Quality (float) for each marker. 1.0=Highest Quality, 0.0=Lowest Quality"
comment,"==    -- Mean Error (in mm/marker)"
comment,"== righthanded: Indicates a right-handed coordinate system"
comment,"== lefthanded: Indicates a left-handed coordinate system"
comment,"== "
righthanded
info,framecount,8295
info,trackablecount,0
frame,0,0.00155020,0,5,0.36472696,0.25328022,-0.03080878,0,0.38898984,0.47021937,-0.12015760,0,0.29811129,0.02005510,0.03092203,0,0.27310175,-0.02681646,-0.16504948,0,0.42811093,0.70606184,-0.16018672,0
frame,1,0.01157812,0,5,0.36486471,0.25428206,-0.02025704,0,0.38904518,0.47009891,-0.11159395,0,0.29795972,0.02145113,0.04301922,0,0.27299327,-0.02664244,-0.15259555,0,0.42794165,0.70542997,-0.15450478,0
frame,2,0.02153642,0,5,0.36466879,0.25533116,-0.00997526,0,0.38905442,0.47009283,-0.10321552,0,0.29725879,0.02276572,0.05493332,0,0.27290553,-0.02658716,-0.14017406,0,0.42780304,0.70499820,-0.14887905,0
frame,3,0.03156094,0,5,0.36396629,0.25650454,0.00062802,0,0.38907906,0.47036386,-0.09474488,0,0.29626647,0.02434996,0.06699993,0,0.27276742,-0.02659101,-0.12763183,0,0.42777687,0.70479792,-0.14334972,0
frame,4,0.04158651,0,5,0.36334139,0.25814825,0.01127970,0,0.38894722,0.47103661,-0.08607817,0,0.29539356,0.02641284,0.07906216,0,0.27261126,-0.02651949,-0.11497295,0,0.42765266,0.70467865,-0.13783622,0
frame,5,0.05157907,0,5,0.36279023,0.26029816,0.02214241,0,0.38874954,0.47212592,-0.07737695,0,0.29460198,0.02887508,0.09126952,0,0.27241665,-0.02647424,-0.10226835,0,0.42744190,0.70505154,-0.13247941,0
frame,6,0.06156738,0,5,0.36241168,0.26291785,0.03297627,0,0.38852829,0.47368398,-0.06888152,0,0.29381615,0.03163085,0.10361125,0,0.27226081,-0.02636411,-0.08932604,0,0.42716891,0.70560461,-0.12743071,0
frame,7,0.07156463,0,5,0.36221510,0.26584956,0.04368605,0,0.38844153,0.47563773,-0.06077703,0,0.29324201,0.03431559,0.11599623,0,0.27217239,-0.02620396,-0.07661510,0,0.42669773,0.70640421,-0.12271116,0
frame,8,0.08166720,0,5,0.36232153,0.26927394,0.05387678,0,0.38826299,0.47772226,-0.05321259,0,0.29287550,0.03695443,0.12847212,0,0.27220413,-0.02614212,-0.06350796,0,0.42620593,0.70734966,-0.11852042,0
frame,9,0.09156113,0,5,0.36242867,0.27270913,0.06364270,0,0.38806248,0.47991186,-0.04650229,0,0.29273888,0.03972977,0.14074931,0,0.27230009,-0.02588262,-0.05021133,0,0.42562380,0.70836830,-0.11502124,0
