comment,"NaturalPoint Trackable Export Data"
comment,"== "
comment,"Format Information:"
comment,"== "
comment,"== Data is formatted in rows."
comment,"== First entry of each row identifies row type."
comment,"== "
comment,"== Types:"
comment,"== "
comment,"== comment: Comment, you can ignore this information"
comment,"== info: reports number of trackable definitions and"
comment,"==       total number of exported frames"
comment,"== trackable: Details rigid body definition in the following format:"
comment,"==    -- Name (string)"
comment,"==    -- ID   (integer)"
comment,"==    -- Marker Count (integer)"
comment,"==    -- X,Y,Z (float) 3D position of each marker in rigid body"
comment,"== "
comment,"== frame: Details frame of exported data in the following format:"
comment,"==    -- Frame Index (integer)"
comment,"==    -- Time Stamp (double) in seconds"
comment,"==    -- Trackable Count (integer) number of trackables tracked in current frame"
comment,"==    -- Trackable ID, Position, Quaternion Orientation, and Eulers Orientation >for each tracked trackable< (ID, x,y,z, qx, qy, qz, qw, yaw, pitch, roll)"
comment,"==    -- Marker Count (integer) Count of all visibile markers in frame"
comment,"==    -- Marker Detail >for each tracked marker< (x,y,z,id)"
comment,"== trackable: Extended information for current frame:"
comment,"==    -- Frame Index (integer)"
comment,"==    -- Time Stamp (double) in seconds"
comment,"==    -- Name (string)"
comment,"==    -- ID   (integer)"
comment,"==    -- Frames Since Last Tracked (integer). 0=currently tracked"
comment,"==    -- Marker Count (integer)"
comment,"==    -- Trackable Marker Location >for each marker in trackable< (x,y,z)"
comment,"==    -- Point Cloud Marker corresponding to each trackable marker (x,y,z). (NAN,NAN,NAN) used for missing Point Cloud Markers."
comment,"==    -- Marker Tracked (integer) for each marker. 1=track, 0=untracked."
comment,"==    -- Marker Quality (float) for each marker. 1.0=Highest Quality, 0.0=Lowest Quality"
comment,"==    -- Mean Error (in mm/marker)"
comment,"== righthanded: Indicates a right-handed coordinate system"
comment,"== lefthanded: Indicates a left-handed coordinate system"
comment,"== "
righthanded
info,framecount,7243
info,trackablecount,0
frame,0,0.00396536,0,5,0.39055067,0.25219244,-0.28544220,0,0.40488619,0.47687164,-0.35502630,0,0.31465316,-0.03032125,-0.43416017,0,0.44202194,0.71751696,-0.33770728,0,0.33414283,0.01353911,-0.23434973,0
frame,1,0.01394484,0,5,0.39070672,0.25216606,-0.27797166,0,0.40540680,0.47636619,-0.34895918,0,0.31441754,-0.03011384,-0.42515212,0,0.44294891,0.71719730,-0.33427012,0,0.33408481,0.01383944,-0.22551689,0
frame,2,0.02394517,0,5,0.39089581,0.25224048,-0.27037257,0,0.40598041,0.47589985,-0.34268397,0,0.31435397,-0.03002561,-0.41625118,0,0.44378120,0.71702611,-0.33081558,0,0.33393747,0.01427720,-0.21680900,0
frame,3,0.03397828,0,5,0.39097697,0.25245616,-0.26277027,0,0.40629792,0.47559175,-0.33642796,0,0.31404656,-0.03003559,-0.40729904,0,0.44434032,0.71681130,-0.32723600,0,0.33387470,0.01472000,-0.20810671,0
frame,4,0.04398654,0,5,0.39113170,0.25264353,-0.25523674,0,0.40679497,0.47537145,-0.33012664,0,0.31409746,-0.02983080,-0.39817294,0,0.44482645,0.71649879,-0.32361972,0,0.33391201,0.01511889,-0.19917114,0
frame,5,0.05394244,0,5,0.39134145,0.25289780,-0.24765167,0,0.40711737,0.47504577,-0.32390130,0,0.31390145,-0.02979552,-0.38921964,0,0.44498387,0.71621823,-0.31993571,0,0.33386183,0.01559276,-0.19034448,0
frame,6,0.06404915,0,5,0.39143419,0.25303113,-0.24014413,0,0.40742803,0.47475123,-0.31778264,0,0.31370121,-0.02982580,-0.38031018,0,0.44523835,0.71592802,-0.31619972,0,0.33380857,0.01594916,-0.18166462,0
frame,7,0.07408126,0,5,0.39142430,0.25321805,-0.23275265,0,0.40764505,0.47434297,-0.31165677,0,0.31371474,-0.02958780,-0.37111387,0,0.44536370,0.71556652,-0.31249195,0,0.33386451,0.01652696,-0.17275219,0
frame,8,0.08387798,0,5,0.39141649,0.25339177,-0.22523949,0,0.40779018,0.47394639,-0.30569702,0,0.31347346,-0.02959885,-0.36217314,0,0.44549093,0.71505147,-0.30895296,0,0.33377346,0.01703642,-0.16406719,0
frame,9,0.09385360,0,5,0.39135057,0.25351632,-0.21795566,0,0.40781689,0.47349948,-0.29968509,0,0.31329590,-0.02948885,-0.35311696,0,0.44559544,0.71447086,-0.30543965,0,0.33372259,0.01752838,-0.15523991,0
